image_id,background,building flooded,grass,road flooded,tree,pool,vehicle,water
10165,2.0289713541666665,36.504231770833336,23.722005208333332,26.150390624999996,11.594401041666668,,,
10166,2.9342447916666665,63.0595703125,20.340169270833332,,13.666015625,,,
10168,10.197591145833334,2.862630208333333,52.19303385416667,29.648437500000004,4.1357421875,0.6878255208333333,0.27473958333333337,
10170,48.2666015625,35.775065104166664,2.686848958333333,,11.6123046875,1.6591796874999998,,
10171,70.60319010416667,5.926432291666667,3.1083984375,8.819661458333334,10.124674479166666,1.4176432291666667,,
10172,72.4091796875,10.447265625,2.6656901041666665,0.027669270833333332,14.4501953125,,,
10175,8.332682291666666,6.192057291666667,,,20.606770833333332,64.86848958333333,,
10176,10.480143229166666,1.8138020833333335,18.329427083333332,,19.8837890625,49.492838541666664,,
10179,10.041666666666666,4.3330078125,,0.0006510416666666667,20.9150390625,64.70963541666667,,
10180,15.518880208333332,,,0.24707031249999997,19.9755859375,64.25846354166667,,
10181,9.19140625,8.502604166666666,,0.03157552083333333,21.388997395833336,60.88541666666667,,
10182,6.694010416666667,,1.484375,4.934895833333333,21.790364583333332,65.09635416666667,,
10184,22.157877604166668,2.031901041666667,,0.00032552083333333337,19.476888020833332,56.3330078125,,
10300,27.011718750000004,13.203124999999998,20.707356770833332,29.927734374999996,9.150065104166668,,,
10566,53.35058593749999,16.1435546875,4.1396484375,4.9921875,17.8671875,3.225911458333333,0.28092447916666663,
10687,10.237630208333332,16.7685546875,,0.009114583333333334,12.123697916666666,60.86100260416667,,
10806,69.32389322916667,11.658203125,3.4130859375000004,,14.998697916666668,0.6061197916666667,,
10810,19.482747395833332,20.109700520833336,2.9169921875,23.016276041666668,33.99251302083333,0.055338541666666664,0.42643229166666663,
10811,28.7421875,17.1826171875,2.3662109375,21.2353515625,28.389973958333332,1.1975911458333333,,0.8860677083333334
10817,61.445638020833336,12.308919270833334,18.180989583333336,0.7737630208333333,4.113606770833334,3.0377604166666665,0.13932291666666669,
10818,62.33040364583333,6.069986979166667,25.307291666666664,,3.387044270833333,2.9052734375,,
10819,4.213216145833333,2.7623697916666665,63.123046875,3.986328125,1.4886067708333335,24.426432291666668,,
10820,0.044596354166666664,,91.84993489583333,7.471028645833333,0.6344401041666667,,,
10821,22.416341145833332,2.099609375,42.176106770833336,2.9052734375,28.655598958333332,1.7470703125,,
10825,20.694661458333332,14.434895833333334,53.831380208333336,,10.486979166666668,0.20735677083333334,0.3447265625,
10826,4.160807291666667,4.922526041666667,52.2548828125,24.005208333333332,,14.448567708333334,0.2080078125,
10827,5.074869791666667,29.331054687500004,58.476236979166664,,,6.639648437499999,0.41243489583333337,0.06575520833333333
10828,56.289713541666664,5.8486328125,37.86165364583333,,,,,
10834,8.430013020833334,35.97102864583333,0.0244140625,0.15852864583333334,18.046875,36.8505859375,0.5185546875,
10835,33.783528645833336,0.037109375,37.168294270833336,14.381510416666668,14.048828125000002,0.5807291666666666,,
10836,9.042317708333334,39.423502604166664,40.134114583333336,,11.400065104166666,,,
10837,3.212890625,46.049153645833336,45.269856770833336,0.9866536458333334,3.9020182291666665,0.5794270833333334,,
10840,41.15983072916667,,41.444010416666664,13.9013671875,,,2.7272135416666665,0.767578125
10841,75.24772135416666,,22.237630208333332,,,,2.5146484375,
11723,26.873372395833332,14.415039062500002,17.61328125,37.640299479166664,3.4580078124999996,,,
6279,88.26953125,2.9576822916666665,0.3987630208333333,,6.802734375,1.5712890625,,
6287,41.425130208333336,0.4560546875,,4.9111328125,40.541015625,12.666666666666668,,
6332,14.851236979166666,14.4140625,46.296223958333336,19.859375,0.3020833333333333,,0.14388020833333334,4.133138020833333
6334,10.970703125,10.699544270833334,56.10774739583333,19.912760416666668,2.0328776041666665,,0.2763671875,
6335,12.811197916666666,12.509114583333334,52.487630208333336,19.601888020833332,2.3284505208333335,,0.26171875,
6338,17.180338541666668,7.839518229166667,35.7578125,36.10384114583333,2.9632161458333335,,0.1552734375,
6340,9.580729166666666,23.9931640625,36.560546875,20.796875,9.068684895833332,,,
6341,44.94921875,,22.5517578125,15.4912109375,,17.0078125,,
6344,29.697265625000004,17.297200520833332,45.847005208333336,6.740885416666667,0.41764322916666663,,,
6346,28.208007812500004,1.7014973958333333,22.555338541666668,18.903645833333332,28.526692708333336,,0.10481770833333333,
6347,23.131184895833336,,22.413411458333332,24.396158854166668,29.903320312499996,,0.15592447916666666,
6348,23.230794270833332,11.638671875,22.736002604166668,11.8154296875,30.5791015625,,,
6350,22.616861979166668,11.953776041666666,22.818033854166668,12.0029296875,30.6083984375,,,
6351,3.4960937499999996,80.03255208333333,0.043294270833333336,16.424479166666668,0.0035807291666666665,,,
6352,33.3544921875,48.21875,6.063802083333333,11.805338541666668,0.5576171875,,,
6354,33.5458984375,,23.1865234375,12.118815104166666,31.015299479166668,,0.13346354166666666,
6358,22.826822916666668,36.2412109375,23.3837890625,17.040364583333336,0.4876302083333333,,0.020182291666666668,
6359,23.426432291666664,29.888346354166668,23.3349609375,12.023111979166666,0.265625,11.0615234375,,
6360,22.736328125,36.533203125,23.2978515625,6.263997395833333,0.2822265625,10.886393229166668,,
6361,32.63671875,41.486328125,23.522135416666668,0.9501953125,1.3098958333333335,0.0947265625,,
6363,23.634114583333332,29.746093750000004,23.221028645833332,22.892252604166664,0.3994140625,,0.10709635416666667,
6364,23.4150390625,29.504231770833332,22.987630208333336,23.617513020833332,0.3645833333333333,,0.11100260416666667,
6365,23.491861979166668,28.917317708333336,23.20703125,23.473307291666668,0.7854817708333333,,0.125,
6367,23.8046875,41.555989583333336,23.435546875,9.607096354166666,1.5966796875000002,,,
6368,27.1669921875,40.6005859375,22.71484375,9.476236979166666,,,0.041341145833333336,
6369,37.9384765625,25.37890625,22.784830729166668,13.897786458333334,,,,
6370,30.583984375,55.7373046875,1.8323567708333333,11.846354166666668,,,,
6372,31.792317708333336,60.33300781249999,7.874348958333334,0.00032552083333333337,,,,
6373,30.137369791666668,22.9453125,30.720052083333332,16.197265625,,,,
6374,22.724609375,24.768229166666668,29.624674479166668,22.830729166666668,,,0.0517578125,
6375,44.239908854166664,0.00032552083333333337,29.466471354166668,23.706380208333332,2.423177083333333,,0.16373697916666669,
6376,31.498697916666668,29.807291666666668,23.056640625,14.534179687500002,1.1031901041666667,,,
6379,52.875325520833336,,23.2099609375,23.8466796875,,,0.06803385416666667,
6381,26.492838541666668,20.60546875,23.5810546875,0.1865234375,29.134114583333332,,,
6384,27.6611328125,6.0712890625,24.772786458333336,13.807291666666666,27.683919270833336,,0.0035807291666666665,
6385,27.953776041666668,11.914388020833332,25.009440104166668,8.014973958333334,27.107421875,,,
6386,28.3916015625,6.163411458333334,25.204427083333332,13.970377604166668,26.270182291666664,,,
6387,18.796223958333332,0.35774739583333337,34.4833984375,20.3212890625,26.041341145833336,,,
6388,23.049153645833336,2.802083333333333,36.406575520833336,13.157552083333332,24.4306640625,,0.15397135416666666,
6393,28.617187500000004,15.70703125,39.412760416666664,15.932291666666668,,0.18489583333333334,0.14583333333333334,
6395,31.747721354166668,13.7978515625,38.677408854166664,15.476888020833332,,,0.3001302083333333,
6397,66.13736979166667,18.569661458333332,,14.28125,1.01171875,,,
6398,11.761067708333334,16.0986328125,53.79296875,12.510742187500002,0.4713541666666667,4.787434895833333,0.5777994791666667,
6399,78.44498697916666,14.994466145833332,0.019856770833333332,5.8603515625,0.6803385416666666,,,
6402,17.179361979166664,24.560872395833332,44.52669270833333,9.064127604166666,4.6396484375,,0.029296875,
6403,30.659830729166664,6.599609375,46.4873046875,5.164713541666666,11.088541666666666,,,
6404,9.458658854166666,24.887044270833332,45.01822916666667,6.1220703125,14.485026041666666,,0.028971354166666668,
6407,4.875325520833333,,27.030598958333336,30.173502604166668,37.920572916666664,,,
6408,6.967773437499999,,25.423502604166664,25.755533854166668,41.7626953125,,0.09049479166666666,
